question,document
"Which retrieval modes does sqlitesearch offer, and what kind of dataset sizes are they meant for?",02-vector-search/lessons/07-sqlitesearch-vector.md
How do you use a saved sqlitesearch vector index in a RAG setup without rebuilding all the embeddings?,02-vector-search/lessons/07-sqlitesearch-vector.md
How do you turn on pgvector in a Postgres database and why do you need to do that first?,02-vector-search/lessons/08-pgvector.md
"What does the `embedding vector(384)` column mean, and why is 384 the size used here?",02-vector-search/lessons/08-pgvector.md
How do you insert FAQ rows with their embeddings into Postgres when the vectors are stored as text?,02-vector-search/lessons/08-pgvector.md
"How does the cosine search query rank the closest matches, and what does the `<=>` operator return?",02-vector-search/lessons/08-pgvector.md
When would you choose PGVector instead of the SQLite or in-memory vector search options from the earlier lessons?,02-vector-search/lessons/08-pgvector.md
Why would I use ONNX Runtime for embeddings instead of sentence-transformers in production?,02-vector-search/lessons/09-onnx-embedder.md
How much smaller was the ONNX setup compared with the PyTorch-based one in the lesson?,02-vector-search/lessons/09-onnx-embedder.md
What packages do I actually need at runtime for the ONNX embedder project?,02-vector-search/lessons/09-onnx-embedder.md
What does the embedder do internally before it returns a vector?,02-vector-search/lessons/09-onnx-embedder.md
How do I switch the code to a different ONNX embedding model?,02-vector-search/lessons/09-onnx-embedder.md
Why would I start with plain text search instead of jumping straight to vector search in a RAG app?,02-vector-search/lessons/10-next-steps.md
What extra work does vector search add compared with text search?,02-vector-search/lessons/10-next-steps.md
When does it make sense to switch from text search to embeddings-based search?,02-vector-search/lessons/10-next-steps.md
How do hybrid search and reranking differ from using just one retrieval method?,02-vector-search/lessons/10-next-steps.md
What should I try next if I want to improve or test my search setup on my own data?,02-vector-search/lessons/10-next-steps.md
How can AI help speed up building workflows in Kestra without writing everything from scratch?,03-orchestration/lessons/01-intro.md
"What is retrieval augmented generation, and why would you use it in a workflow?",03-orchestration/lessons/01-intro.md
"What’s the role of AI agents in this module, and what can they do on their own?",03-orchestration/lessons/01-intro.md
Why does the lesson say context is so important when using AI in workflows?,03-orchestration/lessons/01-intro.md
What are the basic things I need before trying the examples in this module?,03-orchestration/lessons/01-intro.md
Why does ChatGPT often give wrong or outdated code when I ask it to make a workflow from scratch?,03-orchestration/lessons/02-context-engineering.md
What kinds of mistakes showed up in the Kestra flow example without any extra context?,03-orchestration/lessons/02-context-engineering.md
"Why can’t an AI assistant automatically know about newer software versions, renamed plugins, or changed APIs?",03-orchestration/lessons/02-context-engineering.md
What does the lesson mean by saying context is the main thing that makes AI output trustworthy?,03-orchestration/lessons/02-context-engineering.md
How does giving an AI more context help it produce code that is actually ready to use?,03-orchestration/lessons/02-context-engineering.md
What do I need installed before I can run Kestra locally for this module?,03-orchestration/lessons/03-setup.md
How do I start the Kestra container and open its web interface?,03-orchestration/lessons/03-setup.md
"Which API keys does this lesson say I need, and which flows use each one?",03-orchestration/lessons/03-setup.md
"How should I add my API keys so Kestra can read them, and what secret name should I use inside flows?",03-orchestration/lessons/03-setup.md
How do I import the example flows and run the first agent from the Kestra UI?,03-orchestration/lessons/03-setup.md
What does Kestra’s AI Copilot do differently from building a flow task by task by hand?,03-orchestration/lessons/04-ai-copilot.md
"How do I turn on AI Copilot in Kestra, and what AI provider does the open source version use?",03-orchestration/lessons/04-ai-copilot.md
What kind of prompt would I give Copilot to make a flow that moves NYC taxi CSV data into BigQuery?,03-orchestration/lessons/04-ai-copilot.md
What is the idea behind the “last 5%” people still need to edit after Copilot generates a flow?,03-orchestration/lessons/04-ai-copilot.md
"Can I keep chatting with Copilot to improve an existing flow, like adding checks, scheduling, or failure alerts?",03-orchestration/lessons/04-ai-copilot.md
What does RAG do that helps an AI answer questions from my own documents instead of making things up?,03-orchestration/lessons/05-rag.md
"How does the two-step RAG process work in Kestra, from loading data to answering a user’s question?",03-orchestration/lessons/05-rag.md
Why would I use a plain chat flow first and then a RAG flow for the same Kestra release question?,03-orchestration/lessons/05-rag.md
"When should I use stored-document RAG versus a web-search retriever, and what is each one best for?",03-orchestration/lessons/05-rag.md
What are the main setup and design tips for making a RAG workflow work well in practice?,03-orchestration/lessons/05-rag.md
"How does Kestra’s AI agent plugin replace the manual loop where you keep calling the model, running tools, and feeding results back until it stops?",03-orchestration/lessons/06-agents.md
When should I pick an AI agent instead of a normal fixed workflow in Kestra?,03-orchestration/lessons/06-agents.md
"What are the main pieces you need to configure for an AI agent in Kestra, like its role, prompt, model provider, tools, and memory?",03-orchestration/lessons/06-agents.md
What does the web research agent example actually do from start to finish?,03-orchestration/lessons/06-agents.md
"Which tools can an AI agent use in Kestra, and what kind of things are they useful for?",03-orchestration/lessons/06-agents.md
Why would I use more than one agent for a task instead of just one?,03-orchestration/lessons/07-multi-agent.md
"In the company research example, what does the research agent do versus the main analyst agent?",03-orchestration/lessons/07-multi-agent.md
How does one agent get used as a tool by another agent in this setup?,03-orchestration/lessons/07-multi-agent.md
What happens step by step when I give a company name like kestra.io to the research flow?,03-orchestration/lessons/07-multi-agent.md
What are the main things to watch out for when building a multi-agent system?,03-orchestration/lessons/07-multi-agent.md
When should I choose an AI Copilot instead of a normal workflow or agent?,03-orchestration/lessons/08-best-practices.md
"What kind of tasks are better suited for RAG, and why would I use it?",03-orchestration/lessons/08-best-practices.md
Which option is best for a fixed ETL pipeline that needs to behave the same every time?,03-orchestration/lessons/08-best-practices.md
"How do AI Agents differ from multi-agent systems, and when is each one a better fit?",03-orchestration/lessons/08-best-practices.md
What are the main security and cost tips for running AI workflows in production?,03-orchestration/lessons/08-best-practices.md
Why does context engineering matter so much when using AI assistants in workflows?,03-orchestration/lessons/09-next-steps.md
How does Kestra’s AI Copilot help you create or improve flows from a description of inputs and goals?,03-orchestration/lessons/09-next-steps.md
"When should I use RAG instead of a normal prompt, and what does it let me do with my own data?",03-orchestration/lessons/09-next-steps.md
What’s the difference between an AI agent and a multi-agent setup in Kestra?,03-orchestration/lessons/09-next-steps.md
What should I try next if I want to keep building AI workflows after finishing this module?,03-orchestration/lessons/09-next-steps.md
How do you compare different search or RAG approaches in a way that gives a real score instead of just eyeballing a few examples?,04-evaluation/lessons/01-intro.md
"What does the A → Q* → A' setup mean for evaluation, and how does it help when you already know the right answer?",04-evaluation/lessons/01-intro.md
"What’s the difference between offline and online evaluation in this context, and when would you use each one?",04-evaluation/lessons/01-intro.md
"Why is synthetic question data useful for evaluation, and what’s the downside of relying on questions generated from FAQ text?",04-evaluation/lessons/01-intro.md
"What metrics or checks are used for search, RAG, and agent evaluation in this module?",04-evaluation/lessons/01-intro.md
"Why do we need ground truth data when testing search, and what does it look like?",04-evaluation/lessons/02-ground-truth.md
How can you create query-answer labels if you don’t have real users yet?,04-evaluation/lessons/02-ground-truth.md
Why does each FAQ record need a stable ID for evaluation?,04-evaluation/lessons/02-ground-truth.md
"What is structured output in this lesson, and why is it useful for generating questions?",04-evaluation/lessons/02-ground-truth.md
What fields do the final ground truth records contain after generating questions from a document?,04-evaluation/lessons/02-ground-truth.md
How do you generate ground-truth questions for every FAQ document instead of just one?,04-evaluation/lessons/03-ground-truth-batch.md
"Why does the lesson use a retry wrapper around the structured LLM call, and what problem does it solve?",04-evaluation/lessons/03-ground-truth-batch.md
How can you speed up generating questions for all documents without sending requests one by one?,04-evaluation/lessons/03-ground-truth-batch.md
"After the questions are generated, how do you turn them into a CSV of ground truth records?",04-evaluation/lessons/03-ground-truth-batch.md
How do you estimate the total token cost for generating the full ground-truth dataset?,04-evaluation/lessons/03-ground-truth-batch.md
How do you check whether a search system is finding the right document for each question in the ground truth data?,04-evaluation/lessons/04-search-evaluation.md
Why does the lesson put the search call into a separate function instead of using it directly inside the evaluation code?,04-evaluation/lessons/04-search-evaluation.md
"How is the relevance list built from search results, and what do the 0 and 1 values mean?",04-evaluation/lessons/04-search-evaluation.md
"What does the generalized relevance function take as input so the same evaluation can work for text, vector, or hybrid search later?",04-evaluation/lessons/04-search-evaluation.md
Why do you only need the retrieval part of the RAG pipeline for this evaluation and not the LLM yet?,04-evaluation/lessons/04-search-evaluation.md
"How do you calculate hit rate for search results, and what does it actually measure?",04-evaluation/lessons/05-search-metrics.md
What is the difference between hit rate and MRR when evaluating search?,04-evaluation/lessons/05-search-metrics.md
Why does the MRR score use the reciprocal of the first correct result’s rank?,04-evaluation/lessons/05-search-metrics.md
How would you wrap hit rate and MRR into one evaluation function for a search system?,04-evaluation/lessons/05-search-metrics.md
When should you be careful about trusting very high search metrics on synthetic data?,04-evaluation/lessons/05-search-metrics.md
How do you use hit rate and MRR to choose better search settings instead of just guessing?,04-evaluation/lessons/06-search-tuning.md
"What happened when the question field boost was increased, and what boost value worked best in the example?",04-evaluation/lessons/06-search-tuning.md
"How do you run a grid search over question, answer, and section weights for retrieval?",04-evaluation/lessons/06-search-tuning.md
"What boost mix gave the best retrieval results in the lesson’s dataset, and what relative weighting did it suggest?",04-evaluation/lessons/06-search-tuning.md
Why might increasing the number of returned documents improve hit rate but still be a bad tradeoff for RAG?,04-evaluation/lessons/06-search-tuning.md
"When evaluating a RAG system, why is checking search results alone not enough?",04-evaluation/lessons/11-evaluation-intro.md
What parts of the full RAG pipeline can cause a bad final answer?,04-evaluation/lessons/11-evaluation-intro.md
How do you evaluate the quality of a RAG answer with another model?,04-evaluation/lessons/11-evaluation-intro.md
Why compare the generated response to the original answer instead of matching the exact wording?,04-evaluation/lessons/11-evaluation-intro.md
"For agent evaluation, what should you save besides the final answer so you can judge how the agent behaved?",04-evaluation/lessons/11-evaluation-intro.md
How do you evaluate the whole RAG flow instead of just checking whether search returned the right document?,04-evaluation/lessons/12-rag-answers.md
"What do A, Q, and A' stand for in this evaluation setup, and what does it mean when A' is close to A?",04-evaluation/lessons/12-rag-answers.md
How do you load the ground-truth questions and the FAQ data before running the evaluation?,04-evaluation/lessons/12-rag-answers.md
"Why does the lesson use RAGWithUsage, and what search weights does it use for the FAQ fields?",04-evaluation/lessons/12-rag-answers.md
"How can you run the RAG system over all the questions, save the original and generated answers, and estimate the total cost?",04-evaluation/lessons/12-rag-answers.md
How does an LLM judge check whether a RAG answer is good enough compared with the FAQ answer?,04-evaluation/lessons/13-llm-as-judge.md
"Why is exact text matching not a good way to score these answers, and what should the judge look for instead?",04-evaluation/lessons/13-llm-as-judge.md
"What fields does the evaluation output return, and what is each one used for?",04-evaluation/lessons/13-llm-as-judge.md
How do you run this judge over all the saved RAG answers and collect the final score and cost?,04-evaluation/lessons/13-llm-as-judge.md
"How do you know if the judge itself is making fair decisions, and what should you do when it seems too lenient?",04-evaluation/lessons/13-llm-as-judge.md
"How do you evaluate an agent answer together with the search steps it took, not just the final text?",04-evaluation/lessons/14-agent-evaluation.md
What exactly counts as the trajectory when you score an agent in this lesson?,04-evaluation/lessons/14-agent-evaluation.md
"How do you save one agent run as A, Q, A-prime, plus the tool calls and cost?",04-evaluation/lessons/14-agent-evaluation.md
What should a good search trajectory look like for this FAQ agent?,04-evaluation/lessons/14-agent-evaluation.md
How does the judge decide between good and bad for both the answer and the tool-use behavior?,04-evaluation/lessons/14-agent-evaluation.md
"What are the three kinds of evaluation covered in this module, and what does each one check?",04-evaluation/lessons/15-next-steps.md
"When you change prompts, models, or search settings, do you need to run evaluation again, or is it enough to do it once?",04-evaluation/lessons/15-next-steps.md
How do you move from synthetic test data to real user data when evaluating an AI system?,04-evaluation/lessons/15-next-steps.md
"What evaluation tools or frameworks are suggested for production RAG apps, and what do they help with?",04-evaluation/lessons/15-next-steps.md
"After deployment, what are the main ways to monitor an LLM system for problems or degradation?",04-evaluation/lessons/15-next-steps.md
"What do we monitor after a RAG app is live, besides just offline accuracy scores?",05-monitoring/lessons/01-intro.md
"Why aren't hit rate, MRR, cosine similarity, and an LLM judge enough once real users start using the system?",05-monitoring/lessons/01-intro.md
What kinds of data can we log for each user question in a running app?,05-monitoring/lessons/01-intro.md
What components do we need to add to a RAG pipeline to support monitoring and dashboards?,05-monitoring/lessons/01-intro.md
"Does this lesson cover monitoring agents too, or only RAG applications?",05-monitoring/lessons/01-intro.md
"What are the two helper files used to wire up the course Q&A assistant, and what does each one do?",05-monitoring/lessons/02-assistant-setup.md
"How does the assistant get built from the FAQ data and search index, and why doesn’t it add its own prompt instructions?",05-monitoring/lessons/02-assistant-setup.md
"Why do you need python-dotenv in this setup, and where is the API key loaded from?",05-monitoring/lessons/02-assistant-setup.md
How can I test the assistant from the command line with either the default query or my own question?,05-monitoring/lessons/02-assistant-setup.md
Why would you put the run command in a Makefile instead of typing the full python command every time?,05-monitoring/lessons/02-assistant-setup.md
How do I turn the assistant into a simple web app instead of using the command line?,05-monitoring/lessons/03-chat-app.md
"What package do I need to add to build the chat interface, and how do I install it?",05-monitoring/lessons/03-chat-app.md
What does the basic Streamlit app do when the user clicks the button?,05-monitoring/lessons/03-chat-app.md
How can I run the Streamlit chat app with a shorter command?,05-monitoring/lessons/03-chat-app.md
Why do we need monitoring next if the RAG assistant already gives answers?,05-monitoring/lessons/03-chat-app.md
"How can I record an LLM call’s runtime, token counts, and price when my RAG app answers a question?",05-monitoring/lessons/04-metrics.md
Why does the lesson use a dataclass for call data instead of just passing a dict around?,05-monitoring/lessons/04-metrics.md
How is the API call cost computed from input and output tokens in this example?,05-monitoring/lessons/04-metrics.md
Why does the lesson subclass the existing RAG class instead of rewriting the whole pipeline?,05-monitoring/lessons/04-metrics.md
"How can the Streamlit chat app show the latest response’s timing, tokens, and cost after a user asks something?",05-monitoring/lessons/04-metrics.md
Why does the app use PostgreSQL for storing conversations instead of keeping the data elsewhere?,05-monitoring/lessons/05-database.md
"How do you start the Postgres container for this project with Docker, and why do you need a separate network and volume?",05-monitoring/lessons/05-database.md
"What columns does the conversations table store, and why are the course and timestamp fields included?",05-monitoring/lessons/05-database.md
"How does the Python code connect to the database and create the table, and what does the optional drop flag do?",05-monitoring/lessons/05-database.md
"Why does saving a conversation return the inserted row id, and how is that value used later in the app or CLI?",05-monitoring/lessons/05-database.md
How do I read saved chat records back from PostgreSQL into my app?,05-monitoring/lessons/06-querying.md
Why does the lesson convert database rows into a dataclass instead of using the raw tuples?,05-monitoring/lessons/06-querying.md
"What columns does the query pull from the conversations table, and in what order are they read?",05-monitoring/lessons/06-querying.md
"Why does the example sort by timestamp, and what would make that query faster later on?",05-monitoring/lessons/06-querying.md
How do you test the database-reading script to make sure it actually returns the stored conversations?,05-monitoring/lessons/06-querying.md
"What stats does the dashboard compute from the conversations table, and how are they calculated?",05-monitoring/lessons/07-streamlit-dashboard.md
"How do you add the top summary cards in Streamlit for things like conversation count, average latency, and cost?",05-monitoring/lessons/07-streamlit-dashboard.md
Why does this lesson use Postgres instead of SQLite for the dashboard setup?,05-monitoring/lessons/07-streamlit-dashboard.md
How are the cost and response-time trends plotted from recent conversations in the dashboard?,05-monitoring/lessons/07-streamlit-dashboard.md
How do you run the Streamlit dashboard if port 8501 is already taken?,05-monitoring/lessons/07-streamlit-dashboard.md
Why is it useful to collect thumbs up and thumbs down from users instead of just tracking latency and cost?,05-monitoring/lessons/08-user-feedback.md
What should the feedback table contain so it can store both human ratings and later LLM judge results?,05-monitoring/lessons/08-user-feedback.md
How does the app remember which conversation an answer belongs to after Streamlit reruns the script?,05-monitoring/lessons/08-user-feedback.md
What does the code do when someone clicks the plus-one or minus-one button in the app?,05-monitoring/lessons/08-user-feedback.md
Why are `relevance` and `explanation` included in the feedback records if the current user ratings only use a score?,05-monitoring/lessons/08-user-feedback.md
How does the built-in judge differ from the offline LLM-as-a-judge setup where you had a reference answer to compare against?,05-monitoring/lessons/09-built-in-judge.md
"What labels does the relevance judge return, and why does the prompt also ask it to give an explanation?",05-monitoring/lessons/09-built-in-judge.md
How do you implement the relevance evaluator in code using structured output and the retry helper?,05-monitoring/lessons/09-built-in-judge.md
How is the judge hooked into the app flow so its verdict gets stored in the feedback database?,05-monitoring/lessons/09-built-in-judge.md
"What are the main tradeoffs of running this judge on every answer, and what would you do in a real system instead?",05-monitoring/lessons/09-built-in-judge.md
How do I add judge relevance results to the dashboard from the feedback table?,05-monitoring/lessons/10-feedback-dashboard.md
What query counts positive and negative user votes in the database?,05-monitoring/lessons/10-feedback-dashboard.md
Which new database helper functions do I need to import into the Streamlit dashboard?,05-monitoring/lessons/10-feedback-dashboard.md
"How is the feedback section shown in Streamlit, and what metrics does it display?",05-monitoring/lessons/10-feedback-dashboard.md
"Why might the feedback charts look empty at first, even after adding them to the dashboard?",05-monitoring/lessons/10-feedback-dashboard.md
"Why would you generate fake conversation data instead of waiting for real users, and what does it help you test?",05-monitoring/lessons/11-synthetic-data.md
What kind of sample questions and answers does the script use for the fake chats?,05-monitoring/lessons/11-synthetic-data.md
"How does the script build a fake LLM call record, and which values does it randomize?",05-monitoring/lessons/11-synthetic-data.md
